Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Alejandro Acuña González,M,SBD,Wraps,32.0,24-34,24-39,Open,114.9,125,250.0,270.0,-285.0,,270.0,130.0,140.0,150.0,,150.0,270.0,290.0,300.0,,300.0,720.0,1,419.71,418.45,400.54,85.32,,Chile,,ACHIPO,GPA,2017-09-02,Chile,,Talca,Campeonato Nacional Clasificatorio,Yes
Rosalía Llancaleo Saavedra,F,B,Raw,48.0,45-49,40-49,M 40-49,66.2,67.5,,,,,,70.0,80.0,90.0,,90.0,,,,,,90.0,1,93.97,93.16,82.2,73.17,,Chile,,ACHIPO,GPA,2017-09-02,Chile,,Talca,Campeonato Nacional Clasificatorio,Yes
Guillermo Arias Mercado,M,B,Raw,24.0,24-34,24-39,Open,59.6,60,,,,,,110.0,117.5,120.0,122.5,120.0,,,,,,120.0,1,101.84,102.97,100.59,72.0,,Chile,,ACHIPO,GPA,2017-09-02,Chile,,Talca,Campeonato Nacional Clasificatorio,Yes
Erika Cruces Crisóstomo,F,BD,Raw,43.0,40-44,40-49,M 40-49,75.0,75,,,,,,90.0,95.0,,,95.0,170.0,180.0,,,180.0,275.0,1,267.84,261.43,229.96,,,Chile,,ACHIPO,GPA,2017-09-02,Chile,,Talca,Campeonato Nacional Clasificatorio,Yes
Matías Iturra Vega,M,BD,Raw,26.0,24-34,24-39,Open,107.3,110,,,,,,170.0,,-182.5,,170.0,-270.0,270.0,,,270.0,440.0,1,263.09,260.99,249.29,,,Chile,,ACHIPO,GPA,2017-09-02,Chile,,Talca,Campeonato Nacional Clasificatorio,Yes
Manuel Muñoz Baeza,M,BD,Raw,39.0,35-39,24-39,Open,116.7,125,,,,,,150.0,160.0,165.0,,165.0,280.0,290.0,300.0,,300.0,465.0,1,269.59,269.16,257.77,,,Chile,,ACHIPO,GPA,2017-09-02,Chile,,Talca,Campeonato Nacional Clasificatorio,Yes
Aldo Cornejo,M,BD,Raw,46.0,45-49,40-49,M 40-49,135.4,140,,,,,,150.0,162.5,172.5,,172.5,260.0,280.0,300.0,,300.0,472.5,1,261.41,265.4,252.84,,,Chile,,ACHIPO,GPA,2017-09-02,Chile,,Talca,Campeonato Nacional Clasificatorio,Yes
Vilka Venegas,F,SBD,Wraps,16.0,16-17,14-18,Open,48.0,48,80.0,85.0,90.0,,90.0,30.0,32.5,-35.0,,32.5,80.0,90.0,95.0,,95.0,217.5,1,280.67,288.06,256.4,59.06,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Yassna Riffo,F,SBD,Wraps,42.0,40-44,40-49,Open,57.8,60,70.0,80.0,90.0,,90.0,40.0,-45.0,-45.0,,40.0,90.0,92.5,95.0,,95.0,225.0,2,255.45,258.26,228.31,52.23,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Rosalía Llancaleo Saavedra,F,SBD,Wraps,47.0,45-49,40-49,Open,66.4,67.5,150.0,160.0,170.0,,170.0,70.0,80.0,85.0,,85.0,150.0,160.0,170.0,,170.0,425.0,1,442.98,438.94,387.32,90.01,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Erika Cruces Crisóstomo,F,SBD,Wraps,41.0,40-44,40-49,Open,70.4,75,160.0,170.0,,,170.0,70.0,80.0,-85.0,,80.0,150.0,,,,150.0,400.0,1,403.22,396.38,349.36,81.96,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Rodrigo Bolivar,M,SBD,Wraps,26.0,24-34,24-39,Open,58.4,60,110.0,130.0,-135.0,,130.0,80.0,85.0,-87.5,,85.0,170.0,180.0,185.0,,185.0,400.0,1,345.3,349.79,342.1,66.55,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Juan Hernández #1,M,SBD,Wraps,19.0,18-19,19-23,Open,59.1,60,70.0,85.0,100.0,,100.0,60.0,-70.0,-70.0,,60.0,100.0,-120.0,140.0,,140.0,300.0,3,256.4,259.44,253.57,49.6,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Exal García Carrillo,M,SBD,Wraps,31.0,24-34,24-39,Open,67.5,67.5,170.0,180.0,185.0,,185.0,125.0,132.5,135.0,,135.0,160.0,175.0,,,175.0,495.0,1,381.52,381.65,370.47,76.25,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Sebastian Montecinos,M,SBD,Wraps,22.0,20-23,19-23,Open,63.4,67.5,130.0,140.0,145.0,,145.0,95.0,100.0,-102.5,,100.0,155.0,162.5,170.0,,170.0,415.0,3,335.22,337.06,328.17,66.09,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Arnaldo Salinas Sepúlveda,M,SBD,Wraps,32.0,24-34,24-39,Open,74.9,75,200.0,210.0,220.0,,220.0,110.0,115.0,117.5,,117.5,220.0,240.0,-252.5,,240.0,577.5,1,414.66,411.89,398.0,84.25,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Jacob Lagos,M,SBD,Wraps,23.0,20-23,19-23,Open,68.7,75,-150.0,150.0,-160.0,,150.0,90.0,95.0,-97.5,,95.0,185.0,195.0,207.5,,207.5,452.5,3,344.39,344.05,333.7,69.06,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Omar Gutiérrez Olave,M,SBD,Wraps,25.0,24-34,24-39,Open,70.4,75,135.0,-145.0,155.0,,155.0,90.0,95.0,100.0,,100.0,165.0,185.0,-195.0,,185.0,440.0,5,329.21,328.3,318.08,66.3,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Diego Mardones,M,B,Raw,22.0,20-23,19-23,Open,73.3,75,,,,,,110.0,120.0,-125.0,,120.0,,,,,,120.0,2,87.38,86.91,84.05,64.32,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Eduardo Rosas,M,B,Raw,23.0,20-23,19-23,Open,73.0,75,,,,,,135.0,-137.5,-137.5,,135.0,,,,,,135.0,1,98.57,98.06,94.86,72.52,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Brayan Díaz,M,SBD,Wraps,18.0,18-19,14-18,Open,74.8,75,-170.0,-180.0,-180.0,,,90.0,95.0,-100.0,,95.0,170.0,180.0,190.0,,190.0,,DQ,,,,,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Hugo Ignacio Vega Jil,M,SBD,Wraps,22.0,20-23,19-23,Open,81.5,82.5,165.0,-180.0,180.0,,180.0,105.0,-110.0,-110.0,,105.0,190.0,200.0,207.5,,207.5,492.5,3,335.95,332.37,319.98,68.81,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Nelson San Martín,M,SBD,Wraps,23.0,20-23,19-23,Open,78.6,82.5,145.0,160.0,-175.0,,160.0,110.0,-115.0,115.0,,115.0,190.0,202.5,-210.0,,202.5,477.5,4,332.74,329.69,317.91,67.96,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Patricio Poblete,M,SBD,Wraps,21.0,20-23,19-23,Open,75.3,82.5,130.0,-140.0,-140.0,,130.0,90.0,-95.0,-95.0,,90.0,150.0,160.0,170.0,,170.0,390.0,6,279.08,277.13,267.73,56.74,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Luis Muñoz #3,M,B,Raw,18.0,18-19,14-18,Open,79.7,82.5,,,,,,-120.0,-120.0,-120.0,,,,,,,,,DQ,,,,,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Mauricio Rodríguez Cid,M,SBD,Wraps,17.0,16-17,14-18,Open,85.4,90,175.0,-185.0,-185.0,,175.0,-110.0,-110.0,110.0,,110.0,200.0,-210.0,210.0,,210.0,495.0,3,328.96,325.01,312.23,67.55,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Nicholas Ignacio Pezo Cruz,M,SBD,Wraps,24.0,24-34,24-39,Open,89.6,90,270.0,,-290.0,,270.0,,,,,,,,,,,,DQ,,,,,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Matías Iturra Vega,M,SBD,Wraps,24.0,24-34,24-39,Open,97.5,100,240.0,260.0,,,260.0,170.0,-185.0,,,170.0,270.0,,,,270.0,700.0,1,435.7,430.48,411.38,89.51,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Franco Quijanes,M,SBD,Wraps,25.0,24-34,24-39,Open,100.0,100,180.0,195.0,-205.0,,195.0,100.0,110.0,-120.0,,110.0,190.0,-200.0,200.0,,200.0,505.0,2,310.84,307.34,293.54,63.8,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Sebastián Hurtado,M,SBD,Wraps,18.0,18-19,14-18,Open,95.9,100,160.0,-180.0,180.0,,180.0,90.0,-100.0,-100.0,,90.0,170.0,-180.0,-180.0,,170.0,440.0,3,275.94,272.54,260.57,56.71,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Cristopher Vega Belmar,M,SBD,Wraps,29.0,24-34,24-39,Open,103.8,110,210.0,232.5,-242.5,,232.5,152.5,160.0,-165.0,,160.0,240.0,260.0,-270.0,,260.0,652.5,1,395.36,391.5,373.83,80.99,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Manuel Muñoz Baeza,M,SBD,Wraps,37.0,35-39,24-39,Open,112.5,125,230.0,250.0,270.0,,270.0,150.0,160.0,-170.0,,160.0,270.0,290.0,300.0,,300.0,730.0,1,428.77,426.75,408.17,87.32,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Enzo Castro,M,SBD,Wraps,31.0,24-34,24-39,Open,117.2,125,230.0,250.0,-270.0,,250.0,140.0,150.0,162.5,,162.5,200.0,-220.0,225.0,,225.0,637.5,3,369.06,368.61,353.06,74.88,,Chile,,ACHIPO,GPA,2015-11-28,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco,Yes
Rosalía Llancaleo Saavedra,F,B,Raw,47.0,45-49,40-49,M 45-49,65.0,67.5,,,,,,70.0,80.0,85.0,,85.0,,,,,,85.0,1,89.72,89.17,78.71,69.74,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Erika Cruces Crisóstomo,F,B,Raw,41.0,40-44,40-49,M 40-44,70.0,75,,,,,,85.0,95.0,,,95.0,,,,,,95.0,1,96.07,94.51,83.31,75.28,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
María José Carrasco,F,B,Raw,23.0,20-23,24-39,Junior,72.2,75,,,,,,50.0,-55.0,-55.0,,50.0,,,,,,50.0,1,49.7,48.71,42.9,39.13,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Marlys Valdés,F,B,Raw,34.0,24-34,24-39,Open,78.7,82.5,,,,,,110.0,120.0,130.0,,130.0,,,,,,130.0,1,123.5,120.06,105.38,98.74,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Álvaro Mardones Ballesteros,M,B,Raw,17.0,16-17,14-18,Tn 16-17,66.4,67.5,,,,,,90.0,,,,90.0,,,,,,90.0,1,70.2,70.32,68.31,50.88,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Exal García Carrillo,M,B,Raw,31.0,24-34,24-39,Open,69.8,75,,,,,,122.5,130.0,137.5,,137.5,,,,,,137.5,1,103.49,103.27,100.09,75.66,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Diego Mardones,M,B,Raw,23.0,20-23,19-23,Junior,73.0,75,,,,,,120.0,127.5,-130.0,,127.5,,,,,,127.5,1,93.09,92.61,89.59,68.49,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Nicholas Ignacio Pezo Cruz,M,B,Raw,24.0,24-34,24-39,Open,92.3,100,,,,,,180.0,-190.0,190.0,,190.0,,,,,,190.0,1,121.33,119.79,114.68,90.48,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Sebastián Hurtado,M,B,Raw,18.0,18-19,19-23,Tn 18-19,95.1,100,,,,,,85.0,92.5,-100.0,,92.5,,,,,,92.5,1,58.23,57.51,55.0,43.41,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Matías Iturra Vega,M,B,Raw,24.0,24-34,24-39,Open,103.5,110,,,,,,170.0,180.0,,,180.0,,,,,,180.0,1,109.2,108.11,103.23,81.14,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Enzo Castro,M,B,Raw,31.0,24-34,24-39,Open,107.8,110,,,,,,-135.0,135.0,-140.0,,135.0,,,,,,135.0,2,80.58,79.96,76.38,59.72,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Alejandro Acuña González,M,B,Raw,32.0,24-34,24-39,Open,122.7,125,,,,,,130.0,135.0,,,135.0,,,,,,135.0,1,76.97,77.23,73.99,56.42,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Vilka Venegas,F,SBD,Wraps,16.0,16-17,14-18,Tn 16-17,46.5,48,85.0,95.0,-100.0,,95.0,35.0,37.5,-40.0,,37.5,60.0,85.0,105.0,,105.0,237.5,1,313.74,321.87,287.17,66.54,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Rosalía Llancaleo Saavedra,F,SBD,Wraps,47.0,45-49,40-49,M 45-49,65.0,67.5,160.0,-170.0,170.0,,170.0,70.0,80.0,87.5,,87.5,170.0,180.0,-187.5,,180.0,437.5,1,461.77,458.98,405.13,93.86,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Erika Cruces Crisóstomo,F,SBD,Wraps,41.0,40-44,40-49,M 40-44,71.0,75,165.0,175.0,-185.0,,175.0,85.0,95.0,97.5,,97.5,165.0,175.0,-185.0,,175.0,447.5,1,448.97,440.9,388.51,91.28,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
María José Carrasco,F,SBD,Wraps,23.0,20-23,24-39,Junior,72.2,75,-100.0,100.0,110.0,,110.0,47.5,-52.5,52.5,,52.5,130.0,140.0,145.0,,145.0,307.5,1,305.68,299.58,263.86,62.18,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Marlys Valdés,F,SBD,Wraps,34.0,24-34,24-39,Open,78.7,82.5,-120.0,120.0,130.0,,130.0,110.0,120.0,130.0,,130.0,140.0,160.0,-180.0,,160.0,420.0,1,399.01,387.88,340.47,81.5,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Vanessa González #1,F,SBD,Wraps,31.0,24-34,24-39,Open,86.3,90,-150.0,150.0,165.0,,165.0,55.0,60.0,-65.0,,60.0,130.0,140.0,150.0,,150.0,375.0,1,340.72,330.07,287.97,70.09,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Juan Hernández #1,M,SBD,Wraps,20.0,20-23,19-23,Junior,59.1,60,100.0,115.0,-125.0,,115.0,-75.0,75.0,-82.5,,75.0,130.0,155.0,-170.0,,155.0,345.0,1,294.86,298.36,291.6,57.04,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Omar Gutiérrez Olave,M,SBD,Wraps,25.0,24-34,24-39,Open,66.4,67.5,140.0,-150.0,150.0,,150.0,95.0,-100.0,-100.0,,95.0,190.0,-200.0,-200.0,,190.0,435.0,1,339.32,339.87,330.16,67.59,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Álvaro Mardones Ballesteros,M,SBD,Wraps,17.0,16-17,14-18,Tn 16-17,66.4,67.5,110.0,-125.0,125.0,,125.0,100.0,105.0,-107.5,,105.0,200.0,-207.5,-207.5,,200.0,430.0,1,335.42,335.97,326.37,66.82,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Exal García Carrillo,M,SBD,Wraps,31.0,24-34,24-39,Open,68.8,75,180.0,190.0,-200.0,,190.0,130.0,135.0,140.0,,140.0,185.0,-190.0,,,185.0,515.0,1,391.56,391.13,379.34,78.54,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Brayan Díaz,M,SBD,Wraps,18.0,18-19,19-23,Tn 18-19,75.0,75,170.0,185.0,200.0,,200.0,100.0,105.0,-110.0,,105.0,170.0,190.0,210.5,,210.5,515.5,1,369.83,367.32,354.92,75.16,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Jacob Lagos,M,SBD,Wraps,23.0,20-23,24-39,Junior,70.4,75,150.0,160.0,170.0,,170.0,95.0,100.0,-102.5,,100.0,200.0,210.0,215.0,,215.0,485.0,1,362.88,361.88,350.61,73.08,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Mauricio Rodríguez Cid,M,SBD,Wraps,27.0,24-34,24-39,Open,85.2,90,180.0,190.0,-200.0,,190.0,105.0,110.0,,,110.0,205.0,215.0,-230.0,,215.0,515.0,1,342.68,338.59,325.31,70.36,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Nicholas Ignacio Pezo Cruz,M,SBD,Wraps,24.0,24-34,24-39,Open,92.0,100,260.0,272.5,,,272.5,175.0,185.0,190.0,,190.0,270.0,285.0,292.5,,292.5,755.0,1,482.89,476.75,456.5,99.29,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Sebastián Hurtado,M,SBD,Wraps,18.0,18-19,19-23,Tn 18-19,95.2,100,150.0,160.0,175.0,,175.0,90.0,95.0,-100.0,,95.0,140.0,160.0,-175.0,,160.0,430.0,1,270.58,267.22,255.54,55.62,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Matías Iturra Vega,M,SBD,Wraps,24.0,24-34,24-39,Open,104.6,110,240.0,260.0,,,260.0,170.0,182.5,,,182.5,270.0,280.0,290.0,,290.0,732.5,1,442.45,438.3,418.52,90.6,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Enzo Castro,M,SBD,Wraps,31.0,24-34,24-39,Open,107.7,110,200.0,220.0,,,220.0,135.0,140.0,,,140.0,180.0,190.0,200.0,,200.0,560.0,2,334.36,331.77,316.92,68.33,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Manuel Muñoz Baeza,M,SBD,Wraps,37.0,35-39,24-39,SubM,111.4,125,250.0,260.0,270.0,,270.0,140.0,150.0,165.0,,165.0,280.0,290.0,300.0,,300.0,735.0,1,433.27,430.9,412.0,88.31,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Aldo Cornejo,M,SBD,Wraps,45.0,45-49,40-49,M 45-49,122.0,125,-250.0,250.0,-265.0,,250.0,150.0,-160.0,160.0,,160.0,250.0,290.0,306.0,,306.0,716.0,1,408.97,410.11,392.95,82.64,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Alejandro Acuña González,M,SBD,Wraps,31.0,24-34,24-39,Open,123.2,125,220.0,235.0,,,235.0,130.0,135.0,,,135.0,250.0,260.0,,,260.0,630.0,1,358.71,360.09,344.91,72.41,,Chile,,ACHIPO,GPA,2016-03-26,Chile,,Talca,Campeonato Nacional,Yes
Bob Hanington,M,SBD,Wraps,42.0,40-44,40-49,40-44,100.0,100,,,,,192.78,,,,,111.13,,,,,204.12,508.02,1,312.69,309.18,295.3,64.18,Yes,Chile,,WNPF,,2016-11-11,USA,NJ,Bordentown,World Powerlifting Championships,Yes
Martin Flores,M,SBD,Raw,19.5,20-23,19-23,Juniors,73.3,74,155.0,165.0,172.5,,172.5,85.0,-97.5,97.5,,97.5,175.0,185.0,-190.0,,185.0,455.0,18,331.31,329.52,318.7,67.13,Yes,Chile,,FEMEPO,IPF,2024-05-02,Mexico,,,XV Nacional Jr y Sub-Jr,Yes
Martin Flores,M,B,Raw,19.5,20-23,19-23,Juniors,73.3,74,,,,,,85.0,-97.5,97.5,,97.5,,,,,,97.5,17,71.0,70.61,68.29,52.26,Yes,Chile,,FEMEPO,IPF,2024-05-02,Mexico,,,XV Nacional Jr y Sub-Jr,Yes
Martin Flores,M,D,Raw,19.5,20-23,19-23,Juniors,73.3,74,,,,,,,,,,,175.0,185.0,-190.0,,185.0,185.0,19,134.71,133.98,129.58,,Yes,Chile,,FEMEPO,IPF,2024-05-02,Mexico,,,XV Nacional Jr y Sub-Jr,Yes
Martin Flores,M,S,Raw,19.5,20-23,19-23,Juniors,73.3,74,155.0,165.0,172.5,,172.5,,,,,,,,,,,172.5,14,125.61,124.93,120.83,,Yes,Chile,,FEMEPO,IPF,2024-05-02,Mexico,,,XV Nacional Jr y Sub-Jr,Yes
Andrew Zavala,M,SBD,Multi-ply,,,,M_OEM_APF,110.0,110,322.5,345.0,365.0,,365.0,-232.5,-232.5,-232.5,,,-280.0,,,,,,DQ,,,,,,Chile,,APF,WPC,2005-09-24,USA,NV,Las Vegas,Sin City Ironfest,Yes
Andrew Zavala,M,SBD,Raw,31.0,24-34,24-39,M_OR_APF,120.66,125,,,,,275.0,,,,,227.5,,,,,290.0,792.5,1,454.31,455.05,436.06,91.91,,Chile,,APF,WPC,2009-05-24,USA,CA,Sacramento,Sacramento Open,Yes
Andrew Zavala,M,SBD,Multi-ply,,,,M_OEM_APF,118.8,125,-365.0,365.0,387.5,,387.5,-265.0,-265.0,265.0,,265.0,257.5,275.0,-290.0,,275.0,927.5,14,534.47,534.51,512.13,89.99,,Chile,,APF,WPC,2006-06-02,USA,NV,Las Vegas,Senior Nationals,Yes
Moisés Contreras,M,SBD,Raw,24.0,24-34,24-39,M_OR_AAPF,89.8,90,157.5,165.0,167.5,,167.5,-125.0,132.5,140.0,,140.0,157.5,167.5,-180.0,,167.5,475.0,1,307.48,303.58,290.98,63.22,Yes,Chile,,APF,WPC,2021-03-19,USA,IL,Lombard,State Raw Championships,Yes
Andrew Zavala,M,SBD,Multi-ply,,,,M_OEM_APF,110.0,110,275.0,295.0,320.0,,320.0,215.0,230.0,-242.5,,230.0,272.5,287.5,-302.5,,287.5,837.5,3,496.02,492.86,471.05,83.86,,Chile,,APF,WPC,2004-04-08,USA,NV,Las Vegas,Southwest Championships,Yes
Moisés Contreras,M,SBD,Raw,24.0,24-34,24-39,M_OR_AAPF,89.7,90,162.5,172.5,-185.0,,172.5,130.0,140.0,-145.0,,140.0,165.0,-175.0,-175.0,,165.0,477.5,1,309.27,305.35,292.69,63.58,Yes,Chile,,APF,WPC,2021-04-30,USA,TN,,Amateur Nationals,Yes
Brayan Díaz,M,SBD,Single-ply,17.0,16-17,14-18,Boys,106.59,109.7,,,,,,,,,,,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2015-02-28,USA,TX,Del Valle,Del Valle Powerlifting Meet,Yes
Simon Peña,M,SBD,Unlimited,18.5,18-19,19-23,Boys,93.17,99.7,,,,,181.44,,,,,113.4,,,,,165.56,460.4,5,292.67,288.97,276.55,49.88,Yes,Chile,,THSPA,,2024-02-10,USA,TX,Moreno Junior High,Beeville Trojan Invitational,Yes
Luis Romero,M,SBD,Unlimited,,,,Boys,73.3,74.8,,,,,213.19,,,,,102.06,,,,,192.78,508.02,5,369.92,367.91,355.84,63.35,Yes,Chile,,THSPA,,2025-02-06,USA,TX,Henrietta JG Gym,Henrietta Powerlifting Meet,Yes
Diego Carrasco,M,SBD,Unlimited,,,,Boys,73.57,74.8,,,,,183.7,,,,,117.93,,,,,199.58,501.22,5,364.09,362.03,350.1,62.35,Yes,Chile,,THSPA,,2023-01-25,USA,TX,Cotulla,Cotulla Invitational 2,Yes
Omar Gutiérrez Olave,M,SBD,Single-ply,,,,Boys,,,,,,,,,,,,,,,,,,,NS,,,,,Yes,Chile,,THSPA,,2019-02-16,USA,TX,Poth Gym,Poth Powerlifting Meet,Yes
Luis Romero,M,SBD,Unlimited,,,,Boys,86.95,89.8,,,,,158.76,,,,,92.99,,,,,156.49,408.23,9,268.7,265.38,254.74,45.91,Yes,Chile,,THSPA,,2024-02-08,USA,TX,Henrietta JH Gym,Henrietta Boys Meet,Yes
Cristian Aguirre,M,SBD,Single-ply,,,,Boys,112.31,124.7,,,,,213.19,,,,,131.54,,,,,213.19,557.92,2,327.9,326.31,312.08,55.37,Yes,Chile,,THSPA,,2014-02-22,USA,TX,Pecos,Pecos High School,Yes
Javier Cabello,M,SBD,Single-ply,14.5,13-15,14-18,Boys,107.23,109.7,,,,,213.19,,,,,136.08,,,,,217.72,566.99,6,339.11,336.39,321.31,57.41,Yes,Chile,,THSPA,,2019-03-05,USA,TX,Plainview,Region 1 Division 1,Yes
Mauricio Rodríguez Cid,M,SBD,Single-ply,,,,Boys,85.46,89.8,,,,,145.15,,,,,81.65,,,,,147.42,374.21,4,248.59,245.61,235.94,42.49,Yes,Chile,,THSPA,,2020-01-16,USA,TX,Lumberton,Lumberton Raider Powerlifting Meet,Yes
Martin Flores,M,BD,Single-ply,,,,Boys,88.18,89.8,,,,,,,,,,92.99,,,,,145.15,238.14,22,155.6,153.65,147.39,,Yes,Chile,,THSPA,,2016-01-30,USA,TX,North Forney,North Forney Invitational,Yes
Eduardo Rosas,M,SBD,Single-ply,,,,Boys,154.77,124.7+,,,,,183.7,,,,,102.06,,,,,190.51,476.27,4,253.99,262.35,247.18,42.43,Yes,Chile,,THSPA,,2019-02-09,USA,TX,Weslaco,Weslaco High School Powerlifting Meet,Yes
